place	location	lat	lon	answers	categories	question	score	story	right_answer
טללים	30.9921,34.7719972219999	30.992100000	34.77199722		wiki records			מועצה אזורית רמת הנגב - התעוררות מחודשת להתיישבות ברמת הנגב החלה בראשית שנות ה-708 וקיבלה תאוצה בימי ממשלת הליכוד לאחר הסכמי קמפ דיוויד וההחלטה על מסירת סיני למצרים. באתר קראוונים שהוקם בצומת משאבים עברו בזה אחר זה הגרעינים שהקימו את אשלים (עברו לנקודת הקבע בתחילת 1979), טללים (עברו לנקודת הקבע בתחילת 1980) ורתמים (עברו לנקודת הקבע ב-1983).	מועצה אזורית רמת הנגב
קריה למחקר גרעיני – נגב	31.00361111,35.14666667	31.003611110	35.14666667		wiki records			מבצע פלומבט - מבצע פלומבט או פרשת פלומבט (The Plumbat Affair) הוא השם שניתן למה שנחשב כמבצע חשאי ישראלי שהתבצע ב-1968 במטרה להשיג תחמוצת אורניום טחונה ("עוגה צהובה") עבור מאמצי הגרעין הישראליים בעקבות הפסקת אספקת דלק גרעיני להפעלת הכור הגרעיני בדימונה, בידי צרפת במסגרת האמברגו הצרפתי על ישראל. במסגרת מבצע זה הצליחה ישראל לרכוש ולהביא לישראל תחת הסוואה 200 טונות של תחמוצת אורניום טחונה.	מבצע פלומבט
קריה למחקר גרעיני – נגב	31.00461111,35.14666667	31.004611110	35.14666667		wiki records			דוד לוי - בשנת 1960 השיג עבודה קבועה כפועל בניין ובין השאר עבד בהקמת מלון הילטון תל אביב, מגדל שלום מאיר וקריה למחקר גרעיני – נגב.	דוד לוי
באר משאבים	31.016055555,34.763027777	31.016055555	34.763027777	["בית שאן","שער הרחמים","הר אביטל","באר משאבים"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - ביר עסלוג'	2	באר משאבים הוא השם העברי שניתן לאזור בו היה הכפר הבדואי ביר עסלוג'. המקום  נמצא בנגב ליד צומת משאבים, דרומית לקיבוץ רביבים. בצומת אסטרטגי זה הקימו  הטורקים, ולאחריהם הבריטים, מחנות צבא גדולים. בתקופת מלחמת העצמאות נערכו  במקום קרבות כבדים לשחרור המקום.	באר משאבים
ממשית	31.026111,35.063889	31.026111	35.063889	["מולדת","הקריה","אילת","ממשית"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - כורנוב	3	ממְשית הייתה עיר נבטית ששמשה תחנת מעבר ועיר חקלאות על ציר הדרך שירדה לערבה  מהרי אדום, עלתה במעלה עקרבים והמשיכה לחברון ולירושלים, או לבאר שבע. בעיר  נמצאו שרידים מכל התקופות הנבטיות שבהן התקיימה לצד שרידים מן התקופה הרומית  המאוחרת במהלכה בוצרה העיר, ומן התקופה הביזנטית, שבמהלכה נבנו כנסיותיה. מקור  השם ממשית הוא בשם הרומי-ביזנטי של העיר: ממפסיס. השם הערבי הוא כרנב  (כורנוב), כשמו של משקה חלב דבש ותמרים. בממשית התגלה מטמון המטבעות הגדול  ביותר שנמצא אי פעם בישראל, 10,500 מטבעות כסף. נמצאו לשון עופרת של 158  ליטראות ועליה סימני בית היציקה, אגד קטן של פפירוסים הכתובים ביוונית ועוד  חפצים שונים. בשנת 2005 הוכרזה ממשית כאתר מורשת עולמית על ידי אונסק"ו ביחד  עם שבטה, חלוצה ועבדת, כחלק מדרך הבשמים.	ממשית
רביבים	31.043613888,34.721216666	31.043613888	34.721216666	["שולה חן","שרי צוריאל","עירית ענבי","דפנה ארמוני"]	["אישים"]	מי מהבאים נולד/ה ברביבים?	3	דפנה ארמוני ('שחקן', 'זמר-יוצר', 'שחקן תיאטרון') נולדה ברביבים בשנת 1956	דפנה ארמוני
קריית ההדרכה על שם האלוף אריאל שרון	31.06,34.84611111	31.06	34.84611111	["בית החולים כפר שאול","המשכן לאמנות על שם חיים אתר","בית סוהר איילון","קריית ההדרכה על שם האלוף אריאל שרון"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - עיר הבהדים	4	קריית ההדרכה על שם האלוף אריאל שרון הידועה בכינוייה עיר הבה"דים, או בשם  מחנה שרון (על שם אריאל שרון), היא מתחם הנמצא דרומית לבאר שבע בסמוך לצומת  הנגב, ומאכלס שמונה בסיסי הדרכה (בה"דים) ופעילות של אלפי חיילים. מיזם הקמת  עיר הבה"דים הוא חלק מתוכנית העתקת בסיסי צה"ל לנגב, שמטרותיה הן להעביר שטחים  יקרים במרכז המדינה למינהל מקרקעי ישראל, להקים בסיס שבו טכנולוגיות ותשתיות  מתקדמות, ליצור שינוי ארגוני ביחידות השונות, ולהביא לפיתוח הנגב באמצעות אלפי  מקומות עבודה שתיצור התוכנית. התוכנית תכלול את פירוקם של מחנה מקלף (שלישות  רמת גן), מחנה סירקין, מחנה דורי (תל השומר) ברמת גן, מחנה ידין (צריפין) ואת  חלקיו הדרומיים של מחנה רבין (הקריה). תג היחידה מכיל בתוכו את כל צבעי החילות  הפועלים בקריית ההדרכה וכן חרב, ספר ועלה זית. בה"ד 13 הוא הבה"ד הראשון שעבר  למתחם, במאי 2015.מפקד קריית ההדרכה הוא אל"ם אבי מוטולה.	קריית ההדרכה על שם האלוף אריאל שרון
נחל אשלים	31.06999969,35.30944443	31.06999969	35.30944443	["נחל אורן","נחל כלח","נחל חרמון","נחל אשלים"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - ואדי אוּ‏ם טַ‏ארֶ‏פֳ‏ה	3	נַחַל אֲשָׁלִים (בערבית: ואדי אוּם טַארֶפֳה) הוא נחל קניוני בנגב.	נחל אשלים
דימונה	31.07,35.03	31.070000000	35.03		wiki records			דידי הררי - הררי נולד במושב ערוגות, הסמוך לקריית מלאכי. ב-1959 כשהיה בן שלוש, עברה משפחתו לקריית גת, ואחר כך לבאר שבע. ב-1968 כשהיה בן 12 עברה משפחתו לדימונה.	דידי הררי
דימונה	31.071,35.03	31.071000000	35.03		wiki records			הפיגוע במרכז המסחרי בדימונה - ב-4 בפברואר 2008 הגיעו שני מחבלים פלסטינים מרצועת עזה חגורים בחגורות נפץ למרכז המסחרי בדימונה.	הפיגוע במרכז המסחרי בדימונה
דימונה	31.072,35.03	31.072000000	35.03		wiki records			אסון רבדים - נהג המשאית ליאוניד גלינסקי (51) תושב דימונה מחברת ההובלות "האחים אליהו" היה בעל הרשעות תנועה רבות ברישומי משטרת התנועה בישראל.	אסון רבדים
דימונה	31.073,35.03	31.073000000	35.03		wiki records			דימונה - בדימונה מתגוררים למעלה מ-2,500 בני קהילת  העבריים, המכונה חבר משה, זוהי הקהילה הגדולה ביותר שלהם בישראל. העבריים בדימונה מתגוררים במרכז קליטה לשעבר ומקיימים קהילה שיתופית ומאוחדת.	דימונה
דימונה	31.074,35.03	31.074000000	35.03	["עידן טל","גל אלברמן","טל בן-חיים","יוסי בניון"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	4	יוסי בניון ('כדורגלן') נולד בדימונה בשנת 1980	יוסי בניון
דימונה	31.075,35.03	31.075000000	35.03	["נסלי ברדה","צביקה הדר","משה שגב","לוסי אהריש"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	4	לוסי אהריש ('מנחה טלוויזיה', 'עיתונאי', 'דוגמן') נולדה בדימונה בשנת 1981	לוסי אהריש
דימונה	31.076,35.03	31.076000000	35.03	["קורין גדעון","קרין גורן","לירון ויצמן","אופירה אסייג"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	4	אופירה אסייג ('עיתונאי') נולדה בדימונה בשנת 1973	אופירה אסייג
דימונה	31.077,35.03	31.077000000	35.03	["גלעד קרני (כדורסלן)","אוהד בירק","גילי כהן","הילה הרוש"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	3	הילה הרוש ('שחקן') נולדה בדימונה בשנת 1995	הילה הרוש
דימונה	31.078,35.03	31.078000000	35.03	["מוני כץ","עימאד פארס","יצחק רבין","יואל סטריק"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	3	יואל סטריק נולד בדימונה בשנת 1966	יואל סטריק
דימונה	31.079,35.03	31.079000000	35.03	["אבישי כ\"ץ","עידו מזרחי","מוטי אלמוז","אילן סבג"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	2	אילן סבג נולד בדימונה בשנת 1970	אילן סבג
דימונה	31.08,35.03	31.080000000	35.03	["אמיר אוחנה","עודד פורר","יאיר נתניהו","בני ביטון"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	2	בני ביטון ('פוליטיקאי') נולד בדימונה בשנת 1959	בני ביטון
דימונה	31.081,35.03	31.081000000	35.03	["חיים משה","שימי רון","שרי צוריאל","אדי בטלר"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	2	אדי בטלר ('זמר') נולד בדימונה בשנת 1971	אדי בטלר
דימונה	31.082,35.03	31.082000000	35.03	["דן מרגלית","יובל סיגלר","אורי קליין","סמי פרץ"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	2	סמי פרץ ('עיתונאי', 'עורך עיתון') נולד בדימונה בשנת 1966	סמי פרץ
דימונה	31.083,35.03	31.083000000	35.03	["עופר שטרית","ליאור אסולין","אבי איבגי","כפיר אדרי"]	["אישים"]	מי מהבאים נולד/ה בדימונה?	2	כפיר אדרי ('כדורגלן') נולד בדימונה בשנת 1976	כפיר אדרי
דימונה	31.084,35.03	31.084000000	35.03		songs			סימונה מדימונה / ישראל יצחקי - רבות הנשים שמתפארות בעובדה שהשיר נכתב עליהן, ולא אחת אף מארחים אישה המתוארת כסימונה האמיתית, היא ולא אחרת.    אלא שעל פי יצחקי הסיפור שונה מעט. הוא מספר כי בשובו מהופעה מול חיילים, הותרע מפני פדאיונים האורבים בסביבה, ולכן מצא מקלט זמני בעיירה החדשה (דאז) דימונה. יצחקי התארח למשך הלילה אצל שניים מתושבי העיירה, ובמהלך לינתו קלט את שמה של בעלת הבית - סימונה. בשובו לתל אביב נפגש עם ח. שלמוני, מחבר השיר. שלמוני סיפר ליצחקי כי ברצונו לכתוב שיר עבורו, וביקש רעיון. יצחקי שלף מיד מראשו את שמה של המארחת מדימונה, וכך נולד השיר.    מחבר השיר כלל לא הכיר את סימונה האמיתית מדימונה, ולפיכך לא כתב אותו בהשראת מישהי ספציפית.	סימונה מדימונה
